OCCURRENCE_NAME,CLASS,STATE,COMMODITY_NAMES,LONGITUDE,LATITUDE,LABEL
Newdegate-Ravensthorpe Rd Lot 1337 / Main Roads,mineral deposit,WA,Gravel,119.9917,-33.4584,0
Boorabbin Rock Quarry,mineral deposit,WA,"Dimension stone, Granite, Aggregate - undifferentiated, Ballast",120.2904,-31.205000000000044,0
Sandy Ridge Borrow Pit 3 / Tellus,mineral deposit,WA,"Sand - undifferentiated, Gravel",120.29550000000002,-31.06219999999994,0
Sandy Ridge Borrow Pit 4 / Tellus,mineral deposit,WA,"Sand - undifferentiated, Gravel",120.30309999999999,-30.98199999999999,0
Sandy Ridge Borrow Pit 5 / Tellus,mineral deposit,WA,"Sand - undifferentiated, Gravel",120.3375,-30.86960000000003,0
Sandy Ridge Borrow Pit 6 / Tellus,mineral deposit,WA,"Sand - undifferentiated, Gravel",120.316,-30.79550000000003,0
Sandy Ridge Borrow Pit 7 / Tellus,mineral deposit,WA,"Sand - undifferentiated, Gravel",120.2726,-30.759900000000034,0
WABMINES CDS45753,mineral deposit,WA,Gravel,120.5057,-29.272100000000012,0
WABMINES CDS45782,mineral deposit,WA,Gravel,120.5123,-29.22710000000003,0
WABMINES CDS45784,mineral deposit,WA,Gravel,120.4792,-29.151399999999974,0
WABMINES TCL4495,mineral deposit,WA,Gravel,120.51830000000001,-29.037700000000015,0
Camelot North,mineral deposit,WA,Nickel,120.64839999999998,-27.686099999999975,0
North TJ Lake Potash,mineral deposit,WA,Potassium,120.96510000000002,-24.35710000000002,0
Contact Mn,mineral deposit,WA,"Alumina, Iron, Unspecified/Unknown, Phosphorus, Manganese",121.1711,-22.263699999999996,0
Enacheddong Creek,mineral deposit,WA,Manganese,121.1978,-22.131200000000003,0
Woodie Woodie South,mineral deposit,WA,Manganese,121.2328,-21.81689999999998,0
Fault North,mineral deposit,WA,"Iron, Unspecified/Unknown, Manganese",121.23010000000001,-21.721800000000044,0
Austin - Woodie Woodie,Mine - Openpit,WA,Manganese,121.2197,-21.61329999999996,0
Lisa -Old Mack,mineral deposit,WA,"Iron, Unspecified/Unknown, Manganese",121.22849999999998,-21.605899999999963,0
Hopetoun Sand,mineral deposit,WA,Sand - undifferentiated,120.1239,-33.934699999999964,0
Ravensthorpe Jarosite / Smith,mineral deposit,WA,Jarosite,120.12570000000001,-33.574399999999976,0
WABMINES PJB2978,mineral deposit,WA,Gravel,120.52819999999998,-29.891299999999998,0
WABMINES TCL5761,mineral deposit,WA,Gravel,120.5201,-29.805099999999943,0
WABMINES CDS46811,mineral deposit,WA,Gravel,120.52520000000001,-29.797899999999963,0
Wonder Well - Menzies Emerald,mineral deposit,WA,"Beryl - emerald, Beryl - undifferentiated, Topaz",120.5757,-29.697299999999977,0
WABMINES PJB1456,mineral deposit,WA,Gravel,120.5653,-29.449300000000004,0
WABMINES CDS45746,mineral deposit,WA,Gravel,120.5507,-29.385700000000043,0
Lawlers Nickel,mineral deposit,WA,"Nickel, Cobalt",120.6828,-28.062300000000032,0
Water Tank,mineral deposit,WA,Nickel,120.7374,-27.882800000000007,0
Venus - Leinster,mineral deposit,WA,Nickel,120.70580000000001,-27.813699999999965,0
Tally-Ho Resource Group,mineral deposit,WA,"Alumina, Iron, Lead, Phosphorus, Unspecified/Unknown, Sulphur, Manganese",121.2276,-22.34140000000002,0
Hopetoun-Ravensthorpe Road Lot 8 South,mineral deposit,WA,"Sand - undifferentiated, Limesand",120.1357,-33.90909999999996,0
Elverdton Mn,Deposit - Unspecified,WA,Manganese,120.168,-33.636200000000045,0
Merv Daw Laterite,mineral deposit,WA,"Nickel, Cobalt",120.24079999999998,-33.58840000000003,0
WABMINES CDS48750,mineral deposit,WA,Gravel,120.6066,-30.164500000000015,0
WABMINES CDS48169,mineral deposit,WA,Gravel,120.6508,-30.042700000000018,0
WABMINES TCL5199,mineral deposit,WA,Gravel,120.6778,-29.74970000000003,0
WABMINES CDS46073,mineral deposit,WA,Gravel,120.6119,-29.63040000000003,0
WABMINES PJB1458,mineral deposit,WA,Gravel,120.6181,-29.5679,0
Peninsula - Lake Raeside,mineral deposit,WA,"Uranium oxide, Uranium",120.69790000000002,-28.79709999999998,0
Lake Wilderness Potash,mineral deposit,WA,Potassium,121.13460000000002,-24.292200000000012,0
Tamarine Rd Limestone 1 / First Quantum,mineral deposit,WA,"Limestone, Limesand",120.2744,-33.80379999999998,0
Ravensthorpe Group,mineral deposit,WA,"Aluminium, Iron, Unspecified/Unknown, Nickel, Cobalt, Magnesium",120.3743,-33.6334,0
Emily Ann ROM,mineral deposit,WA,Nickel,120.4911,-32.20729999999999,0
WABMINES CDS48754,mineral deposit,WA,Gravel,120.66330000000002,-30.25959999999997,0
WABMINES CDS48312,mineral deposit,WA,Gravel,120.6858,-30.041300000000028,0
WABMINES CDS48771,mineral deposit,WA,Gravel,120.67310000000002,-29.965599999999966,0
WABMINES CDS48775,mineral deposit,WA,Gravel,120.68849999999999,-29.868400000000015,0
WABMINES CDS48776,mineral deposit,WA,Gravel,120.7105,-29.80840000000003,0
WABMINES CDS44866,mineral deposit,WA,Gravel,120.8169,-28.947899999999983,0
Ravensthorpe Borrow Pit 1,mineral deposit,WA,Limestone,120.421,-33.9561,0
Springdale East,mineral deposit,WA,Graphite,120.38400000000001,-33.89719999999993,0
Plover Rock Borrow Pit,mineral deposit,WA,Gravel,120.60099999999998,-32.15759999999999,0
Dedari Gravel,mineral deposit,WA,Gravel,120.6946,-31.088499999999986,0
WABMINES CDS48778,mineral deposit,WA,Gravel,120.80159999999998,-30.418799999999997,0
Ghost Rocks,mineral deposit,WA,"Nickel, Cobalt",120.85760000000002,-29.5386,0
Marshall Pool Nickel Trial Pit,mineral deposit,WA,"Nickel, Cobalt",120.9865,-28.316000000000027,0
Lake Maitland Test Pit 1,mineral deposit,WA,"Uranium oxide, Uranium, Vanadium, Vanadium pentoxide",121.0819,-27.177199999999985,0
West Central Potash - Beyondie,mineral deposit,WA,Potassium,121.36620000000002,-24.548000000000023,0
Northern Potash - Beyondie,mineral deposit,WA,Potassium,121.43840000000002,-24.208700000000025,0
Nifty Gravel 2,mineral deposit,WA,Gravel,121.582,-21.667399999999976,0
Oldfield Borrow Pit 1,mineral deposit,WA,Limestone,120.5103,-33.933999999999976,0
Oldfield Borrow Pit 3,mineral deposit,WA,Limestone,120.5502,-33.91229999999996,0
Bullabulling Gravel Stage 1,mineral deposit,WA,Gravel,120.8422,-30.992400000000043,0
WABMINES AMB2320,mineral deposit,WA,Gravel,120.92599999999999,-30.485999999999997,0
Carnage Silica,mineral deposit,WA,Quartz - undifferentiated,120.9363,-30.381000000000004,0
WABMINES CDS33999,mineral deposit,WA,Gravel,120.9249,-30.278499999999966,0
WABMINES CDS44872,mineral deposit,WA,Gravel,121.03670000000001,-28.8544,0
WABMINES CDS44879,mineral deposit,WA,Gravel,121.05430000000001,-28.82359999999999,0
Jaguar Gravel Pit,mineral deposit,WA,Gravel,121.13569999999999,-28.432799999999975,0
Cape Gourdon,mineral deposit,WA,Gravel,121.9805,-18.449999999999967,0
Lake Tay M74/49,mineral deposit,WA,"Salt, Gypsum",120.73529999999998,-33.032899999999984,0
Vesuvius - Medcalf,mineral deposit,WA,"Alumina, Iron, Unspecified/Unknown, Titanium dioxide, Vanadium pentoxide, Vanadium, Titanium, Magnetite",120.79309999999998,-32.53380000000006,0
Gnarlbine Plaster Sand 1,mineral deposit,WA,Sand - undifferentiated,120.93170000000002,-31.136300000000006,0
Ubini Sand,mineral deposit,WA,Sand - undifferentiated,120.9642,-30.987700000000014,0
Eight Mile Rock Hole Sand,mineral deposit,WA,"Sand - undifferentiated, Silica sand",120.97720000000001,-30.80899999999992,0
WABMINES AMB2162,mineral deposit,WA,Gravel,120.9938,-30.554600000000047,0
WABMINES AMB2323,mineral deposit,WA,Gravel,120.981,-30.46510000000002,0
WABMINES AMB2329,mineral deposit,WA,Gravel,121.01910000000001,-30.431800000000045,0
Yowie North,mineral deposit,WA,Nickel,121.0322,-30.284899999999997,0
Linger and Die Nickel,mineral deposit,WA,"Nickel, Cobalt",121.03,-30.254100000000005,0
WABMINES AMB5544,mineral deposit,WA,Gravel,121.06180000000002,-29.75659999999999,0
WABMINES AMB5715,mineral deposit,WA,Gravel,121.07459999999999,-29.74300000000003,0
WABMINES CDS40250,mineral deposit,WA,Gravel,121.06900000000002,-29.641899999999982,0
WABMINES CDS44881,mineral deposit,WA,Sand - undifferentiated,121.15030000000002,-28.846499999999978,0
Sullivan Creek South / Holcim,mineral deposit,WA,Sand - undifferentiated,121.1665,-28.74699999999999,0
Tarmoola North Waste Dumps,mineral deposit,WA,Aggregate - undifferentiated,121.1734,-28.659000000000002,0
Darlot Borrow Pit,mineral deposit,WA,Gravel,121.27500000000002,-27.88409999999995,0
East Central Potash - Beyondie,mineral deposit,WA,Potassium,121.54659999999998,-24.6052,0
Lake Tay East,mineral deposit,WA,Gypsum,120.84260000000002,-32.9156,0
Lepidolite Hill / Evans (15),mineral deposit,WA,"Beryl - undifferentiated, Lepidolite, Lithium",121.07789999999999,-31.098500000000023,0
Grosmont Feldspar (15),mineral deposit,WA,"Feldspar, Topaz, Lepidolite, Beryl - morganite",121.05880000000002,-31.051199999999977,0
Mt Burges Magnesite,mineral deposit,WA,Magnesite,121.0841,-30.843900000000012,0
Mt Burges Silica Group,mineral deposit,WA,"Alumina, Gravel, Iron, Unspecified/Unknown, Silica sand",121.0188,-30.80870000000004,0
WABMINES CDS12112,mineral deposit,WA,Gravel,121.09159999999999,-30.723999999999986,0
WABMINES CDS29674,mineral deposit,WA,Gravel,121.02690000000001,-30.61729999999999,0
WABMINES CDS32558,mineral deposit,WA,Gravel,121.13030000000002,-30.397300000000016,0
Medusa,mineral deposit,WA,"Nickel, Cobalt",121.1436,-30.358099999999993,0
Canegrass Sand,mineral deposit,WA,"Sand - undifferentiated, Gravel",121.0963,-30.204300000000018,0
Goongarrie Chrysoprase / Advent,mineral deposit,WA,Chrysoprase,121.1511,-30.03369999999997,0
WABMINES CDS36267,mineral deposit,WA,Gravel,121.1411,-29.98380000000003,0
Comet Vale Sand / Holcim,Mine - Openpit,WA,Sand - undifferentiated,121.126,-29.91990000000001,0
WABMINES CDS44883,mineral deposit,WA,Gravel,121.2224,-28.86820000000003,0
WABMINES TCL4206,mineral deposit,WA,Gravel,121.276,-28.794800000000013,0
WABMINES CDS45021,mineral deposit,WA,Gravel,121.2629,-28.729800000000036,0
Earaheedy Roadbase 1,mineral deposit,WA,Shale,121.52049999999998,-25.599399999999996,0
Waterbank Station 1,mineral deposit,WA,Sand - undifferentiated,122.23119999999999,-17.899199999999993,0
Coconut Wells Old,mineral deposit,WA,"Gravel, Aggregate - undifferentiated",122.2255,-17.84830000000001,0
Willies Creek,mineral deposit,WA,Limestone,122.2146,-17.779600000000002,0
Sundry Exported Graphite,mineral deposit,WA,Graphite,120.86030000000001,-33.656899999999965,0
Kangaroo Hills,mineral deposit,WA,Sand - undifferentiated,121.1515,-30.987099999999984,0
Three Mile Hill Opal,mineral deposit,WA,Opal,121.1933,-30.917499999999997,0
Cawse Sand-Gravel North 1,mineral deposit,WA,"Gravel, Sand - undifferentiated",121.22180000000002,-30.39750000000001,0
Vettersberg Sand Hill,mineral deposit,WA,Sand - undifferentiated,121.22589999999998,-30.282599999999988,0
Big Four - KNP,mineral deposit,WA,"Scandium, Nickel, Cobalt, Manganese",121.17880000000001,-30.153500000000022,0
WABMINES CDS40275,mineral deposit,WA,Gravel,121.2602,-29.425999999999988,0
Desdemona Gravel / Kin,mineral deposit,WA,Gravel,121.3583,-29.097099999999966,0
Southern Borrow Pit / Gwalia,mineral deposit,WA,Gravel,121.3572,-28.9451,0
Pinnacle Well,mineral deposit,WA,Pyrophyllite,121.36859999999999,-28.681600000000007,0
Camelwood,mineral deposit,WA,Nickel,121.5502,-26.79360000000002,0
White Lake Potash - Beyondie,mineral deposit,WA,Potassium,121.708,-24.69490000000004,0
Lake Aerodrome NW Potash - Beyondie,mineral deposit,WA,Potassium,121.7185,-24.533500000000025,0
Broome - Thangoo,mineral deposit,WA,Sand - undifferentiated,122.3447,-18.155499999999996,0
Fishermans Bend,mineral deposit,WA,"Sand - undifferentiated, Gravel",122.28439999999999,-17.958400000000008,0
Broome 12-Mile Gravel,mineral deposit,WA,"Gravel, Sand - undifferentiated",122.36,-17.86689999999996,0
Young River Vermiculite,mineral deposit,WA,Vermiculite,120.9933,-33.54250000000003,0
Scahill Gravel,mineral deposit,WA,Gravel,121.27839999999999,-31.19119999999991,0
Mungari Grey - Quarry 1,Mine - Openpit,WA,"Dimension stone, Granite",121.2497,-30.883400000000016,0
White Foil North Borrow Pit,mineral deposit,WA,Gravel,121.2442,-30.766599999999993,0
WABMINES CDS42552,mineral deposit,WA,Gravel,121.46560000000001,-29.276399999999967,0
WABMINES CDS43510,mineral deposit,WA,Gravel,121.4471,-29.210099999999933,0
WABMINES CDS43470,mineral deposit,WA,Gravel,121.4794,-29.088000000000022,0
WABMINES PJB0628,mineral deposit,WA,Gravel,121.4108,-28.891999999999978,0
Lake Aerodrome Potash - Beyondie,mineral deposit,WA,Potassium,121.8315,-24.64249999999997,0
Kintyre Winze,mineral deposit,WA,"Uranium oxide, Uranium",122.0733,-22.33819999999999,0
Bulls Eye Sand,mineral deposit,WA,Sand - undifferentiated,121.30420000000001,-31.196300000000008,0
Seven Mile Hill / Boral,Mine - Openpit,WA,"Aggregate - undifferentiated, Granite",121.3783,-30.846300000000035,0
WABMINES CDS42776,mineral deposit,WA,Gravel,121.47400000000002,-29.270799999999994,0
WABMINES CDS43578,mineral deposit,WA,Gravel,121.5676,-28.929099999999973,0
Stokes Inlet North (Sd),mineral deposit,WA,"Sand - undifferentiated, Heavy minerals",121.15550000000002,-33.7587,0
Logans Rock / Tarabini,mineral deposit,WA,Gravel,121.43099999999998,-31.389499999999938,0
Logans Sand / Cybora,mineral deposit,WA,Sand - undifferentiated,121.4255,-31.378800000000016,0
Spargoville - Giles Elbaite,mineral deposit,WA,"Tourmaline, Gemstones",121.47109999999999,-31.2877,0
Mt Marion North Pit 1 (N01),mineral deposit,WA,"Iron, Lithium, Tantalum, Mica, Spodumene, Lithium oxide",121.4615,-31.073599999999992,0
Mt Hunt / Jones (26),mineral deposit,WA,Magnesite,121.5089,-30.838199999999997,0
Nine Mile Rockhole Sand,mineral deposit,WA,Sand - undifferentiated,121.4925,-30.479799999999972,0
Mulgarrie Borrow Pit 1,mineral deposit,WA,Gravel,121.5059,-30.394499999999987,0
Waite Kauri Extended,mineral deposit,WA,"Nickel, Cobalt",121.71670000000002,-28.65799999999999,0
Roebuck Plains South Sand 2 / McCorry Brown,mineral deposit,WA,Sand - undifferentiated,122.6236,-18.0136,0
Roebuck Plains South Sand / McCorry Brown,mineral deposit,WA,"Gravel, Sand - undifferentiated",122.61320000000002,-18.011700000000012,0
Collison,Mine - Openpit,WA,Coal - brown,121.4142,-32.77569999999999,0
Widgiemooltha / Anaconda (15),mineral deposit,WA,Nickel,121.52109999999999,-31.606300000000008,0
Armstrong - Kambalda,mineral deposit,WA,Nickel,121.5291,-31.427099999999975,0
Wildcatters Nickel,mineral deposit,WA,Nickel,121.5912,-31.101699999999983,0
Boorara Borrow Pit,mineral deposit,WA,Gravel,121.62520000000002,-30.792399999999986,0
Kanowna Alunite,mineral deposit,WA,Alunite,121.613,-30.615099999999966,0
Breakaways Alunite,mineral deposit,WA,Alunite,121.6238,-30.570700000000002,0
Black Swan Nickel Group,mineral deposit,WA,"Nickel, Cobalt",121.6399,-30.392200000000003,0
PAS 5/2,Mine - Openpit,WA,"Nickel, Cobalt",121.79150000000001,-28.962499999999984,0
Murrin Murrin 14 Group,mineral deposit,WA,"Nickel, Cobalt",121.7809,-28.887199999999982,0
PAN 13/2,mineral deposit,WA,"Nickel, Cobalt",121.82679999999999,-28.788599999999963,0
Irwin Calcrete,mineral deposit,WA,"Limestone, Caliche, Unspecified/Unknown",121.8368,-28.234499999999954,0
Deep Creek,mineral deposit,WA,Sand - undifferentiated,122.6926,-17.823299999999996,0
Lort River Quarry / Esperance Shire,mineral deposit,WA,Aggregate - undifferentiated,121.4161,-33.40899999999997,0
Williams Road Lot 1531 Lort River,mineral deposit,WA,"Caliche, Gravel, Unspecified/Unknown",121.4824,-33.26,0
Beete Gypsum,mineral deposit,WA,Gypsum,121.47839999999998,-32.675499999999964,0
Stennet Lake Old,mineral deposit,WA,Gypsum,121.5141,-32.638999999999996,0
Sinclair Cesium Zone,mineral deposit,WA,"Cesium, Lithium, Feldspar, Quartz - undifferentiated, Rubidium",121.63700000000001,-31.910600000000038,0
Widgiemooltha M15/170,Mine - Openpit,WA,Sand - undifferentiated,121.65300000000002,-31.373300000000047,0
Hunt,mineral deposit,WA,Nickel,121.6806,-31.21840000000002,0
Yerilla West Nickel / Minara,Deposit - Unspecified,WA,"Aluminium, Iron, Magnesia (magnesium oxide), Magnesium, Nickel, Cobalt",121.7942,-29.5167,0
Aubils,mineral deposit,WA,"Nickel, Cobalt, Manganese",121.86800000000001,-29.248099999999987,0
Murrin Murrin 4 Group,mineral deposit,WA,"Nickel, Cobalt",121.84860000000002,-28.821700000000007,0
PAN 18/1,mineral deposit,WA,"Nickel, Cobalt",121.8589,-28.758699999999997,0
PAN 12,mineral deposit,WA,"Nickel, Cobalt",121.889,-28.722499999999975,0
Broome - Lake Campion,mineral deposit,WA,"Gravel, Aggregate - coarse",122.78450000000001,-17.79650000000003,0
Lot 471 Murray Rd Quallilup Lake / Triple M,mineral deposit,WA,"Agricultural Lime, Limesand",121.5217,-33.82099999999998,0
Dalyup River 1 / Murray,mineral deposit,WA,Sand - construction,121.54069999999999,-33.77379999999995,0
Bromus Kaolin,mineral deposit,WA,Kaolin,121.6316,-32.49100000000003,0
Goblin / Galileo,mineral deposit,WA,"Cobalt, Nickel",121.6399,-32.12409999999997,0
Mt Thirsty Mn,mineral deposit,WA,Manganese,121.64779999999999,-32.101899999999965,0
Higginsville Sundry Tungsten Claims (General location),mineral deposit,WA,"Tungsten trioxide (wolframite), Tungsten",121.71640000000001,-31.748200000000075,0
Dunlop,mineral deposit,WA,Nickel,121.8055,-31.035799999999924,0
Bulong East,mineral deposit,WA,"Nickel, Cobalt",121.84,-30.79859999999999,0
Taurus Chrysoprase (25),mineral deposit,WA,"Chrysoprase, Opal, Magnesite, Chalcedony - undifferentiated",121.83500000000001,-30.709100000000003,0
Township,mineral deposit,WA,"Nickel, Cobalt",121.81639999999999,-30.68729999999999,0
Binti Binti Chrysoprase,mineral deposit,WA,"Chrysoprase, Magnesite, Chalcedony - undifferentiated",121.9028,-30.126,0
Boyce Creek East Chrysoprase,mineral deposit,WA,"Chrysoprase, Magnesite, Ornamental stone, Chalcedony - undifferentiated",121.9322,-29.54379999999997,0
Boyce Creek Chrysoprase,mineral deposit,WA,"Chrysoprase, Chalcedony - undifferentiated, Magnesite",121.92270000000002,-29.53920000000002,0
WABMINES CDS44783,mineral deposit,WA,Gravel,121.99200000000002,-28.754400000000057,0
WABMINES CDS44780,mineral deposit,WA,Gravel,122.0269,-28.731800000000014,0
Broome East Gravel 1,mineral deposit,WA,"Gravel, Bush rock",122.8573,-17.900700000000008,0
Taylors Lagoon,mineral deposit,WA,Aggregate - coarse,122.87689999999999,-17.768900000000027,0
Thunderbird Environmental Group,mineral deposit,WA,"Heavy minerals, Zircon, Ilmenite, Leucoxene, Garnet",122.9679,-17.431700000000003,0
Poldarks,mineral deposit,WA,"Tantalum, Tin, Niobium",121.7806,-32.31410000000002,0
Lake Cowan South Gypsum - M63/148,mineral deposit,WA,Gypsum,121.74119999999999,-32.23340000000002,0
Martin,mineral deposit,WA,Nickel,121.8364,-31.505,0
Loganberry Talc - Mt Monger,mineral deposit,WA,Talc,121.923,-31.022600000000025,0
Wellington East,mineral deposit,WA,"Nickel, Cobalt",121.99200000000002,-30.297000000000043,0
Jump Up Dam Calcrete,mineral deposit,WA,"Caliche, Unspecified/Unknown",121.98649999999999,-29.799500000000016,0
Jump Up Dam - Western Zone,mineral deposit,WA,"Nickel, Cobalt, Chrysoprase",122.0527,-29.70840000000005,0
Ghan Well,mineral deposit,WA,"Nickel, Cobalt",122.132,-28.871900000000004,0
WABMINES PJB0189,mineral deposit,WA,Nickel,122.07209999999999,-28.76680000000001,0
WABMINES PJB0264,mineral deposit,WA,Gravel,122.1468,-28.736699999999985,0
WABMINES CDS44773,mineral deposit,WA,Gravel,122.14240000000001,-28.63839999999999,0
Windarra Calcrete (PACW),mineral deposit,WA,"Unspecified/Unknown, Caliche, Limestone",122.1201,-28.486100000000043,0
Murrin Murrin Calcrete 1,mineral deposit,WA,"Caliche, Unspecified/Unknown, Limestone",122.1317,-28.47929999999998,0
Roebuck Plains East,mineral deposit,WA,"Aggregate - coarse, Sand - undifferentiated",122.9976,-17.82690000000001,0
Kimberley Sandstone White - Jowlaenga,mineral deposit,WA,"Dimension stone, Sandstone",123.057,-17.50460000000003,0
Fraser River,mineral deposit,WA,"Gravel, Bush rock, Sandstone",123.05190000000002,-17.48569999999998,0
Scaddan Gypsum / Megatta,mineral deposit,WA,Gypsum,121.7248,-33.37009999999999,0
Tom Starcevich Road Lot 23 Grass Patch,mineral deposit,WA,"Caliche, Unspecified/Unknown",121.7512,-33.219600000000035,0
Eyre Hwy Norseman / Main Roads,mineral deposit,WA,Aggregate - undifferentiated,121.843,-32.14410000000001,0
Mt Monger / Bean (26),mineral deposit,WA,Talc,121.9475,-31.042499999999997,0
Jump Up Dam - Eastern Zone,mineral deposit,WA,"Nickel, Cobalt, Chrysoprase",122.06959999999998,-29.71929999999999,0
Eucalyptus Chrysoprase,mineral deposit,WA,"Chrysoprase, Magnesite",122.1942,-29.224400000000045,0
Murrin Murrin East Group - Eucalyptus,mineral deposit,WA,"Nickel, Cobalt",122.1888,-29.0625,0
PAE 29/5,mineral deposit,WA,"Nickel, Cobalt",122.16260000000001,-28.997700000000016,0
WABMINES PJB0464,mineral deposit,WA,Gravel,122.1748,-28.809999999999995,0
WABMINES PJB0265,mineral deposit,WA,Gravel,122.1616,-28.73250000000006,0
WABMINES CDS44771,mineral deposit,WA,Gravel,122.1784,-28.622400000000034,0
Pipeline Bore Calcrete,mineral deposit,WA,"Unspecified/Unknown, Caliche, Limestone",122.1844,-28.516199999999976,0
Shady Well Calcrete,mineral deposit,WA,"Unspecified/Unknown, Caliche, Limestone",122.20140000000002,-28.44180000000001,0
Nillibubbaca-Yeeda F,mineral deposit,WA,Aggregate - undifferentiated,123.0559,-17.776199999999985,0
Nillibubbaca-Yeeda (Part B - Royalties),mineral deposit,WA,"Aggregate - undifferentiated, Bush rock, Sand - undifferentiated, Aggregate - coarse",123.0787,-17.713700000000003,0
Nillibubbaca / Kimberley Quarry,mineral deposit,WA,Aggregate - undifferentiated,123.09730000000002,-17.668299999999963,0
Kimberley Sandstone - Argyle White,mineral deposit,WA,"Dimension stone, Sandstone",123.05919999999999,-17.504099999999976,0
Freeman Street Lot 432 Sinclair (South),mineral deposit,WA,"Limestone, Limesand",121.87159999999999,-33.865199999999994,0
Kipping Road - Esperance,mineral deposit,WA,"Sand - undifferentiated, Limesand",121.87549999999999,-33.83689999999998,0
Kendall Road Lot 2145 Scaddan,mineral deposit,WA,"Caliche, Unspecified/Unknown",121.8228,-33.42310000000007,0
Scaddan Lignite,mineral deposit,WA,Coal - brown,121.87320000000001,-33.33649999999999,0
Inn Fill Pass,mineral deposit,WA,Gypsum,121.92320000000001,-32.751699999999964,0
Duck Hill Chrysoprase,mineral deposit,WA,"Chrysoprase, Magnesite, Ornamental stone",122.2585,-29.511400000000016,0
Larkins Find Nickel,mineral deposit,WA,"Aluminium, Iron, Magnesium, Nickel, Cobalt",122.2506,-29.46559999999998,0
Camelback Bore East,mineral deposit,WA,"Nickel, Cobalt",122.2539,-29.17319999999998,0
GS Borrow Pit1,mineral deposit,WA,Gravel,122.33769999999998,-28.850500000000004,0
WABMINES CDS44570,mineral deposit,WA,Gravel,122.26250000000002,-28.6948,0
WABMINES TCL3941,mineral deposit,WA,Gravel,122.2974,-28.669999999999952,0
Windarra Sand / Ryles,mineral deposit,WA,Sand - undifferentiated,122.29029999999999,-28.459500000000048,0
Near Hill 1,mineral deposit,WA,"Kaolin, Clay - brick",123.1011,-18.397700000000007,0
Yeeda / Kimberley Quarry,mineral deposit,WA,"Gravel, Sand - undifferentiated, Bush rock",123.2002,-17.665999999999972,0
Esperance / Holcim,Mine - Openpit,WA,"Aggregate - undifferentiated, Granite",121.9217,-33.77089999999994,0
Scaddan East Lignite,mineral deposit,WA,Coal - brown,121.97939999999998,-33.32020000000001,0
Creekside - Creekside North,mineral deposit,WA,"Tantalum pentoxide, Tantalum",122.1668,-31.527799999999996,0
Binneringie - Bald Hill Tantalite,mineral deposit,WA,"Tantalum pentoxide, Tantalum, Quartz - undifferentiated",122.1592,-31.51100000000002,0
Lake Yindarlgooda,mineral deposit,WA,"Nickel, Cobalt",122.17669999999998,-30.761400000000034,0
Carosue Dam Airstrip Borrow Pit 2,mineral deposit,WA,Gravel,122.2872,-30.192999999999984,0
Carosue Dam Airstrip Borrow Pit 1,mineral deposit,WA,Gravel,122.28140000000002,-30.191699999999997,0
Borrow Pit 2 - Sunrise Dam,mineral deposit,WA,Gravel,122.4276,-28.910700000000034,0
Borrow Pit 4 - Sunrise Dam,mineral deposit,WA,Gravel,122.43400000000001,-28.851000000000052,0
GS Borrow Pit2,mineral deposit,WA,Gravel,122.39620000000001,-28.762599999999942,0
WABMINES PJB0490,mineral deposit,WA,Nickel,122.3719,-28.62609999999995,0
Bandys Road Sand / Ryles,mineral deposit,WA,Sand - undifferentiated,122.39810000000001,-28.252799999999958,0
Lake Disappointment Pilot Ponds Potash,mineral deposit,WA,"Potassium, Salt",122.8147,-23.281799999999983,0
Iron Creek,mineral deposit,WA,"Iron, Magnetite",122.3767,-30.772999999999968,0
Sunrise Dam Borrow Pit,mineral deposit,WA,Gravel,122.4401,-29.059200000000022,0
Borrow Pit 1 - Sunrise Dam,mineral deposit,WA,Gravel,122.4406,-28.958,0
Duncan - Mt Weld,Deposit - Unspecified,WA,"Rare earth oxides, Yttrium oxide, Rare earth elements, Lanthanum, Cerium, Neodymium, Praseodymium, Yttrium, Samarium, Gadolinium, Dysprosium",122.549,-28.867700000000024,0
Central Lanthanide (CLD),mineral deposit,WA,"Cerium, Neodymium(III) oxide, Samarium, Europium(III) oxide, Gadolinium, Unspecified/Unknown, Niobium pentoxide, Rare earth oxides, Tantalum pentoxide, Yttrium oxide, Rare earth elements, Lanthanum, Neodymium, Europium, Yttrium, Praseodymium, Dysprosium, Terbium, Erbium, Holmium, Thulium, Ytterbium, Niobium, Thorium",122.54760000000002,-28.863999999999958,0
WABMINES PJB0516,mineral deposit,WA,Nickel,122.4945,-28.61999999999998,0
Great Northern Hwy Willare Gravel / Main Roads,mineral deposit,WA,Gravel,123.41879999999999,-17.682799999999972,0
Coors - Mt Weld,mineral deposit,WA,"Alumina, Phosphorus oxide, Iron, Rare earth oxides, Zirconia, Rare earth elements, Zircon, Tantalum pentoxide, Niobium pentoxide, Niobium, Tantalum, Yttrium oxide, Titanium dioxide",122.55590000000001,-28.84810000000003,0
Cockatoo Island Stage 3 (and seawall),mineral deposit,WA,"Alumina, Phosphorus, Unspecified/Unknown, Sulphur, Iron",123.608,-16.098399999999977,0
Esperance / Esperance Lime (63),mineral deposit,WA,"Limesand, Limestone",122.2817,-33.85080000000003,0
Roe Hills South Shaft,mineral deposit,WA,Opal,122.48850000000002,-31.06889999999997,0
Brightstar Alpha Borrow Pit,mineral deposit,WA,Gravel,122.7243,-28.722400000000032,0
